"Date","Price","Open","High","Low","Vol.","Change %"
"05/21/2021","16,375.0","16,350.5","16,475.0","16,344.8","","0.15%"
"05/24/2021","16,464.7","16,375.0","16,508.5","16,375.0","","0.55%"
"05/25/2021","16,390.2","16,464.7","16,525.8","16,375.1","","-0.45%"
"05/26/2021","16,452.0","16,390.2","16,466.3","16,388.3","","0.38%"
"05/27/2021","16,532.0","16,452.0","16,546.4","16,452.0","","0.49%"
"05/28/2021","16,555.7","16,532.0","16,588.7","16,532.0","","0.14%"
"06/01/2021","16,643.3","16,555.7","16,718.7","16,555.7","","0.53%"
"06/02/2021","16,674.0","16,643.3","16,692.0","16,620.5","","0.18%"
"06/03/2021","16,632.3","16,674.0","16,674.0","16,530.2","","-0.25%"
"06/04/2021","16,708.7","16,632.3","16,718.0","16,632.3","","0.46%"
"06/07/2021","16,685.1","16,708.7","16,725.5","16,669.9","","-0.14%"
"06/08/2021","16,685.5","16,685.1","16,704.5","16,607.1","","0.00%"
"06/09/2021","16,620.0","16,685.5","16,691.0","16,620.0","","-0.39%"
"06/10/2021","16,651.4","16,620.0","16,727.0","16,613.2","","0.19%"
"06/11/2021","16,694.9","16,651.4","16,696.5","16,629.6","","0.26%"
"06/14/2021","16,662.4","16,694.9","16,694.9","16,600.5","","-0.19%"
"06/15/2021","16,655.8","16,662.4","16,685.0","16,596.8","","-0.04%"
"06/16/2021","16,542.8","16,655.8","16,655.8","16,497.8","","-0.68%"
"06/17/2021","16,411.7","16,542.8","16,562.2","16,307.1","","-0.79%"
"06/18/2021","16,144.0","16,411.7","16,411.7","16,142.5","","-1.63%"
"06/21/2021","16,412.0","16,144.0","16,421.9","16,144.0","","1.66%"
